gene_name	gene_type
Olfr65	protein_coding
Olfr631	protein_coding
Olfr632	protein_coding
Gm45655	unprocessed_pseudogene
Olfr633	protein_coding
Olfr634-ps1	polymorphic_pseudogene
Olfr635	protein_coding
Gm4886	processed_pseudogene
Olfr636-ps1	unprocessed_pseudogene
Olfr637-ps1	unprocessed_pseudogene
Olfr638	protein_coding
Olfr643	protein_coding
Olfr639	protein_coding
Olfr640	protein_coding
Olfr641	protein_coding
Olfr642	protein_coding
4930516K23Rik	protein_coding
Olfr644	protein_coding
Olfr645	protein_coding
Olfr646	protein_coding
Ubqln5	protein_coding
Ubqln3	protein_coding
Ubqlnl	protein_coding
Olfm5	protein_coding
Olfr647-ps1	unprocessed_pseudogene
Olfr648	protein_coding
Olfr649	protein_coding
Olfr650-ps1	polymorphic_pseudogene
Trim6	protein_coding
Gm8667	processed_pseudogene
Trim34a	protein_coding
Gm47248	antisense
Trim5	protein_coding
Gm24846	snRNA
Trim12a	protein_coding
Gm15133	antisense
Trim34b	protein_coding
Trim12c	protein_coding
Gm27995	snRNA
Trim30b	protein_coding
Trim30c	protein_coding
Gm45471	processed_pseudogene
Trim30a	protein_coding
Gm25405	snRNA
Trim30d	protein_coding
Gm16464	processed_pseudogene
Gm6574	processed_pseudogene
Trim30e-ps1	transcribed_unprocessed_pseudogene
Olfr651	protein_coding
Olfr652	protein_coding
Olfr653	protein_coding
Olfr654	protein_coding
Olfr655	protein_coding
Olfr656	protein_coding
Olfr657	protein_coding
Olfr658	protein_coding
Usp17le-ps	unprocessed_pseudogene
Olfr659	protein_coding
Olfr660-ps1	unprocessed_pseudogene
Olfr661	protein_coding
Gm6593	processed_pseudogene
Olfr662-ps1	unprocessed_pseudogene
Olfr663	polymorphic_pseudogene
Olfr664	polymorphic_pseudogene
Usp17le	protein_coding
Gm4887	processed_pseudogene
Usp17lb	protein_coding
Usp17la	protein_coding
Gm45556	lincRNA
Olfr665	protein_coding
Olfr666	protein_coding
Gm45272	lincRNA
Gm45275	processed_pseudogene
Olfr667	protein_coding
Olfr668	protein_coding
Olfr669	protein_coding
Gm45273	processed_pseudogene
Gm5900	processed_pseudogene
Olfr670	protein_coding
Olfr671	protein_coding
Olfr672	protein_coding
Olfr673-ps1	unprocessed_pseudogene
Olfr674-ps1	unprocessed_pseudogene
Olfr675	protein_coding
Olfr676	protein_coding
Olfr677	protein_coding
Gm8913	processed_pseudogene
Olfr678	protein_coding
Gm17989	processed_pseudogene
Gm45557	lincRNA
Olfr679	protein_coding
Olfr680-ps1	protein_coding
Gm17990	processed_pseudogene
Gm45558	lincRNA
Olfr681	protein_coding
Olfr682-ps1	polymorphic_pseudogene
Olfr683	protein_coding
Gm45374	unprocessed_pseudogene
Olfr684	protein_coding
Olfr685	protein_coding
Olfr686	protein_coding
Olfr687	transcribed_unprocessed_pseudogene
Olfr688	protein_coding
Olfr689	protein_coding
Gm45331	processed_pseudogene
Olfr690	protein_coding
Olfr691	protein_coding
Olfr692	protein_coding
Fam160a2	protein_coding
Gm5901	protein_coding
Gm45885	bidirectional_promoter_lncRNA
Cnga4	protein_coding
Gm4972	processed_pseudogene
Cckbr	protein_coding
Cavin3	protein_coding
Gm45667	TEC
Smpd1	protein_coding
Apbb1	protein_coding
Hpx	protein_coding
Trim3	protein_coding
Gm45632	TEC
Arfip2	protein_coding
Timm10b	protein_coding
Gm45799	protein_coding
Gm22504	snoRNA
Dnhd1	protein_coding
Mrps36-ps2	processed_pseudogene
Rrp8	protein_coding
Ilk	protein_coding
Taf10	protein_coding
Tpp1	protein_coding
Dchs1	protein_coding
Gm15645	transcribed_processed_pseudogene
Mrpl17	protein_coding
Gm45912	TEC
9130208D14Rik	unprocessed_pseudogene
Gm45684	TEC
Gm4070	protein_coding
Gm20663	antisense
Gm18852	processed_pseudogene
Gm27228	processed_pseudogene
Gm8979	unprocessed_pseudogene
Gm27149	unprocessed_pseudogene
Gm8982	processed_pseudogene
Gvin1	protein_coding
Gm18853	unprocessed_pseudogene
Gm27150	processed_pseudogene
Gm8989	unprocessed_pseudogene
Gm4759	unprocessed_pseudogene
Gm22372	snoRNA
Gm8995	transcribed_unprocessed_pseudogene
Gm1966	unprocessed_pseudogene
Olfr693	protein_coding
Olfr694	protein_coding
Gm44857	processed_pseudogene
Olfr695	protein_coding
Olfr696-ps1	unprocessed_pseudogene
Olfr697	protein_coding
Olfr698	protein_coding
Olfr699	protein_coding
Olfr700	protein_coding
4930458B22Rik	lincRNA
Olfr701	protein_coding
Olfr702	protein_coding
Olfr703	protein_coding
Olfr704	protein_coding
Olfr705	protein_coding
Olfr706	protein_coding
Olfr707	protein_coding
Olfr1532-ps1	protein_coding
Olfr709-ps1	protein_coding
Olfr710	protein_coding
Gm44582	processed_pseudogene
Olfr6	protein_coding
Olfr711	protein_coding
Olfr712-ps1	unprocessed_pseudogene
Olfr2	protein_coding
Olfr713	protein_coding
Gm17991	processed_pseudogene
Olfr714	protein_coding
Gm45023	processed_pseudogene
Olfr17	protein_coding
Olfr715b	protein_coding
Gm45868	lincRNA
Olfr715	protein_coding
Olfr716	protein_coding
Nlrp14	protein_coding
Gm3765	processed_pseudogene
Rbmxl2	protein_coding
Platr28	lincRNA
Gm24932	miRNA
Gm19033	processed_pseudogene
Syt9	protein_coding
Olfml1	protein_coding
Gm44773	lincRNA
Ppfibp2	protein_coding
5330417H12Rik	TEC
Cyb5r2	protein_coding
Gm45040	antisense
Ovch2	protein_coding
Olfr467	protein_coding
Olfr468-ps1	unprocessed_pseudogene
Olfr469	protein_coding
Gm5002	unprocessed_pseudogene
Olfr470	protein_coding
Olfr471	unprocessed_pseudogene
Gm10156	processed_pseudogene
Olfr472	protein_coding
Olfr473	protein_coding
Gm9449	processed_pseudogene
Olfr474	protein_coding
Olfr476	protein_coding
Olfr477	protein_coding
Gm6702	processed_pseudogene
Olfr478	protein_coding
Olfr479	protein_coding
Olfr480	protein_coding
Olfr481	protein_coding
Gm45375	unprocessed_pseudogene
Olfr482	protein_coding
Gm44870	processed_pseudogene
Olfr483	protein_coding
Gm25424	snRNA
Olfr484	protein_coding
Olfr485	protein_coding
Olfr486	protein_coding
Gm18944	processed_pseudogene
Olfr487	protein_coding
Olfr488	protein_coding
Gm6007	processed_pseudogene
Olfr489-ps1	unprocessed_pseudogene
Olfr490	protein_coding
Gm44594	processed_pseudogene
Olfr491	protein_coding
Olfr492	protein_coding
Olfr493	protein_coding
Olfr494	protein_coding
Gm45392	processed_pseudogene
Olfr495	protein_coding
Olfr496-ps1	unprocessed_pseudogene
Olfr497	protein_coding
Gm44611	processed_pseudogene
Olfr498	protein_coding
Olfr499-ps1	unprocessed_pseudogene
Olfr500-ps1	unprocessed_pseudogene
Olfr501-ps1	polymorphic_pseudogene
Olfr502	protein_coding
Gm5053	processed_pseudogene
Olfr503	protein_coding
Olfr504	protein_coding
Gm18410	processed_pseudogene
Gm44865	processed_pseudogene
Olfr505-ps1	unprocessed_pseudogene
Gm19127	processed_pseudogene
Olfr506	protein_coding
Olfr507	protein_coding
Olfr508	protein_coding
Olfr509	protein_coding
Olfr510	protein_coding
Olfr511-ps1	unprocessed_pseudogene
Olfr512	protein_coding
Olfr513	protein_coding
Gm45232	processed_pseudogene
Olfr514	protein_coding
Olfr515-ps1	unprocessed_pseudogene
Olfr516	protein_coding
Gm17992	processed_pseudogene
Olfr517	protein_coding
Olfr518	protein_coding
Olfr519	protein_coding
Nlrp10	protein_coding
Eif3f	protein_coding
Tub	protein_coding
Ric3	protein_coding
Gm25450	snRNA
Lmo1	protein_coding
Gm44781	antisense
Gm45024	lincRNA
Stk33	protein_coding
Gm9105	processed_pseudogene
1700095J03Rik	antisense
Trim66	protein_coding
Rpl27a	protein_coding
Snora3	snoRNA
Gm47284	miRNA
Gm24888	snoRNA
Denn2b	protein_coding
Gm44864	antisense
Akip1	protein_coding
BC051019	protein_coding
Ascl3	protein_coding
Tmem9b	protein_coding
4930431P19Rik	transcribed_processed_pseudogene
Nrip3	protein_coding
Gm22822	snRNA
Scube2	protein_coding
Dennd5a	protein_coding
Tmem41b	protein_coding
Gm24842	snRNA
1600010M07Rik	antisense
Gm23100	snRNA
Ipo7	protein_coding
Gm25636	snoRNA
Snora23	snoRNA
AA474408	TEC
Zfp143	protein_coding
Gm45819	TEC
Wee1	protein_coding
Swap70	protein_coding
Gm45515	antisense
Gm9132	processed_pseudogene
Sbf2	protein_coding
Gm9064	processed_pseudogene
Gm17219	processed_pseudogene
Gm10087	processed_pseudogene
Gm28863	antisense
Adm	protein_coding
Gm21123	lincRNA
Gm18907	processed_pseudogene
B430319F04Rik	TEC
Ampd3	protein_coding
Rnf141	protein_coding
Gm47282	miRNA
Lyve1	protein_coding
Mrvi1	protein_coding
Gm16336	antisense
Ctr9	protein_coding
Eif4g2	protein_coding
Gm23262	snoRNA
1700012D14Rik	processed_transcript
Gm45378	TEC
AC150312.1	transcribed_processed_pseudogene
5430402P08Rik	lincRNA
Gm5338	processed_pseudogene
Galnt18	protein_coding
Gm25787	miRNA
Gm45588	processed_pseudogene
Gm23345	snRNA
Usp47	protein_coding
Dkk3	protein_coding
Mical2	protein_coding
Parva	protein_coding
Parvaos	antisense
2310014F06Rik	bidirectional_promoter_lncRNA
Gm24154	snoRNA
Gm45473	processed_pseudogene
Tead1	protein_coding
Gm44462	miRNA
Rassf10	protein_coding
Gm5599	processed_pseudogene
Gm33586	lincRNA
4930543E12Rik	lincRNA
Gm23662	rRNA
Arntl	protein_coding
Gm45355	antisense
Btbd10	protein_coding
Gm15994	processed_pseudogene
Pth	protein_coding
Gm45614	processed_pseudogene
Gm18780	processed_pseudogene
Far1	protein_coding
Far1os	antisense
Gm45612	processed_pseudogene
Gm23700	miRNA
Gm5600	lincRNA
Gm29507	lincRNA
Spon1	protein_coding
Rras2	protein_coding
Gm45615	antisense
Gm45454	processed_pseudogene
Copb1	protein_coding
Psma1	protein_coding
4933406I18Rik	lincRNA
Pde3b	protein_coding
Cyp2r1	protein_coding
Calca	protein_coding
Gm18599	processed_pseudogene
Gm15500	transcribed_processed_pseudogene
Calcb	protein_coding
Insc	protein_coding
Gm24982	snoRNA
Gm45017	lincRNA
Rps4l-ps	processed_pseudogene
Gm22669	misc_RNA
Gm45020	lincRNA
A730082K24Rik	lincRNA
Gm34225	lincRNA
Rpl19-ps10	processed_pseudogene
Gm27684	miRNA
Sox6	protein_coding
Gm45025	antisense
Sox6os	antisense
1110004F10Rik	protein_coding
1700003G18Rik	processed_transcript
Gm4353	processed_pseudogene
Plekha7	protein_coding
Gm44867	sense_intronic
Rps13	protein_coding
Snord14a	snoRNA
Gm44777	antisense
Pik3c2a	protein_coding
Gm45033	TEC
C430039J01Rik	TEC
AV356131	bidirectional_promoter_lncRNA
Gm45031	processed_pseudogene
Nucb2	protein_coding
Gm45151	lincRNA
4732496C06Rik	lincRNA
n-R5s157	rRNA
Gm25423	snRNA
Gm6008	processed_pseudogene
Gm4366	processed_pseudogene
Gm26054	snRNA
Gm39075	lincRNA
Xylt1	protein_coding
Gm45153	TEC
Gm24063	miRNA
Rps15a	protein_coding
Arl6ip1	protein_coding
Smg1	protein_coding
Gm25683	snoRNA
Gm45084	TEC
4930583K01Rik	bidirectional_promoter_lncRNA
Gm45155	lincRNA
Gm23229	snRNA
Gm35309	lincRNA
Gm32766	unitary_pseudogene
Syt17	protein_coding
Gm44652	TEC
Itpripl2	protein_coding
Coq7	protein_coding
Tmc7	protein_coding
B230311B06Rik	lincRNA
Tmc5	protein_coding
Gm45236	TEC
Gde1	protein_coding
Ccp110	protein_coding
Vps35l	protein_coding
1700016B15Rik	TEC
Gm44549	sense_intronic
Gm44550	TEC
Gm26147	snoRNA
Knop1	protein_coding
Iqck	protein_coding
Gm44763	antisense
Gprc5b	protein_coding
Gpr139	protein_coding
Gm4083	processed_pseudogene
Gm23321	snoRNA
Gp2	protein_coding
Umod	protein_coding
Gm44588	antisense
Pdilt	protein_coding
Gm37518	TEC
Gm26967	sense_intronic
Acsm5	protein_coding
Acsm2	protein_coding
Gm39078	lincRNA
Acsm1	protein_coding
Gm19950	antisense
Gm45792	antisense
Acsm4	protein_coding
Thumpd1	protein_coding
Gm44866	lincRNA
Ppp1ccb	transcribed_processed_pseudogene
Gm19963	processed_pseudogene
Gm44966	processed_pseudogene
Acsm3	protein_coding
Eri2	protein_coding
Rexo5	protein_coding
Dcun1d3	protein_coding
Lyrm1	protein_coding
Dnah3	protein_coding
Gm25217	snRNA
4930560O18Rik	TEC
Tmem159	protein_coding
Zp2	protein_coding
4930505K13Rik	lincRNA
Anks4b	protein_coding
Crym	protein_coding
Abca14	protein_coding
Abca15	protein_coding
Abca16	protein_coding
Gm9165	processed_pseudogene
Gm16475	transcribed_unprocessed_pseudogene
Gm32916	lincRNA
E130201H02Rik	processed_pseudogene
Gm45113	processed_pseudogene
Gm45112	TEC
Uqcrc2	protein_coding
Pdzd9	protein_coding
4930588G17Rik	antisense
9030407P20Rik	processed_transcript
Mosmo	protein_coding
Gm44661	TEC
Vwa3a	protein_coding
Gm5737	protein_coding
Eef2k	protein_coding
Gm15774	antisense
Gm45047	TEC
Polr3e	protein_coding
Cdr2	protein_coding
Mfsd13b	protein_coding
Gm9234	processed_pseudogene
Gm25924	snRNA
Gm9905	TEC
Mettl9	protein_coding
Gm45137	TEC
Gm27991	snoRNA
Gm44901	TEC
2210406H18Rik	TEC
Igsf6	protein_coding
Otoa	protein_coding
Gm9240	processed_pseudogene
Gm45079	lincRNA
4930486N12Rik	TEC
Gm36736	antisense
Hs3st2	protein_coding
4933432K03Rik	antisense
1700025J12Rik	lincRNA
Usp31	protein_coding
1700069B07Rik	antisense
Scnn1g	protein_coding
Gm44740	TEC
Scnn1b	protein_coding
Cog7	protein_coding
Gm44987	antisense
Gga2	protein_coding
Ears2	protein_coding
Ubfd1	protein_coding
Ndufab1	protein_coding
Gm44986	TEC
Palb2	protein_coding
Gm16326	processed_pseudogene
Dctn5	protein_coding
Gm15489	antisense
Plk1	protein_coding
Gm44985	TEC
Ern2	protein_coding
Chp2	protein_coding
Gm29977	processed_pseudogene
Gm23614	snRNA
Prkcb	protein_coding
Gm45191	TEC
Gm44664	TEC
Gm44663	TEC
Gm14388	processed_pseudogene
Gm26414	misc_RNA
Gm44745	TEC
Gm14389	processed_pseudogene
Gm44746	TEC
Cacng3	protein_coding
Gm44749	TEC
Gm29759	processed_pseudogene
Rbbp6	protein_coding
4930413G21Rik	TEC
Gm20274	sense_intronic
Gm6905	processed_pseudogene
Gm45846	lincRNA
Gm45847	lincRNA
Tnrc6a	protein_coding
Slc5a11	protein_coding
Arhgap17	protein_coding
Lcmt1	protein_coding
Gm23559	snRNA
Aqp8	protein_coding
Zkscan2	protein_coding
Gm23788	snRNA
Gm26974	processed_transcript
Gm27040	antisense
Hs3st4	protein_coding
Gm25759	snoRNA
Gm15338	sense_intronic
Gm15339	lincRNA
Gm23168	snoRNA
3100003L05Rik	lincRNA
Gm45092	lincRNA
Gm45093	TEC
Glud-ps	processed_pseudogene
Gm21957	processed_pseudogene
4933440M02Rik	lincRNA
4930533L02Rik	TEC
4930571K23Rik	lincRNA
Gm30717	lincRNA
Kdm8	protein_coding
Nsmce1	protein_coding
Gm4973	processed_pseudogene
Il4ra	protein_coding
Gm44876	antisense
Il21r	protein_coding
Gtf3c1	protein_coding
D430042O09Rik	protein_coding
Gsg1l	protein_coding
Gm44874	TEC
Xpo6	protein_coding
Gm17137	transcribed_processed_pseudogene
Gm17136	processed_pseudogene
1700123J17Rik	lincRNA
Gm44703	processed_pseudogene
Sbk1	protein_coding
Gm10155	processed_pseudogene
Gm30928	lincRNA
Lat	protein_coding
Mir7058	miRNA
Spns1	protein_coding
Nfatc2ip	protein_coding
Gm45141	TEC
Cd19	protein_coding
Rabep2	protein_coding
Atp2a1	protein_coding
Sh2b1	protein_coding
Tufm	protein_coding
Atxn2l	protein_coding
Eif3c	protein_coding
Gm24596	snRNA
Gm25579	snRNA
Cln3	protein_coding
Mir7059	miRNA
Apobr	protein_coding
Il27	protein_coding
Nupr1	protein_coding
2510046G10Rik	antisense
Sgf29	protein_coding
Sult1a1	protein_coding
Gm6939	transcribed_unprocessed_pseudogene
Slx1b	protein_coding
Bola2	protein_coding
Coro1a	protein_coding
Snrp1c-ps1	processed_pseudogene
4930448A20Rik	lincRNA
Gm44824	processed_pseudogene
Gm44855	processed_pseudogene
Mapk3	protein_coding
Gdpd3	protein_coding
Gm9967	processed_transcript
Ypel3	protein_coding
Tbx6	protein_coding
Ppp4c	protein_coding
Aldoa	protein_coding
Fam57b	protein_coding
Aldoa	protein_coding
Gm44856	processed_pseudogene
4930451I11Rik	protein_coding
Gm44854	lincRNA
Doc2a	protein_coding
Ino80e	protein_coding
Hirip3	protein_coding
Taok2	protein_coding
Tmem219	protein_coding
Gm20650	processed_transcript
Gm23445	snRNA
Kctd13	protein_coding
Gm44735	TEC
Gm21984	processed_transcript
Asphd1	protein_coding
Sez6l2	protein_coding
Cdiptos	protein_coding
Cdipt	protein_coding
Mvp	protein_coding
Pagr1b	protein_coding
Pagr1a	protein_coding
Gm42742	protein_coding
Prrt2	protein_coding
Maz	protein_coding
Kif22	protein_coding
Gm31749	antisense
Gm25333	misc_RNA
Gm44343	miRNA
Zg16	protein_coding
Gm44939	lincRNA
Gm22747	snRNA
AI467606	protein_coding
Qprt	protein_coding
Spn	protein_coding
Gm18561	processed_pseudogene
Gm44940	TEC
Gm25735	misc_RNA
Cd2bp2	protein_coding
Tbc1d10b	protein_coding
Mylpf	protein_coding
Septin1	protein_coding
Zfp553	protein_coding
Zfp771	protein_coding
Dctpp1	protein_coding
Sephs2	protein_coding
Gm44729	TEC
Gm17511	processed_pseudogene
Gm31897	lincRNA
Itgal	protein_coding
Zfp768	protein_coding
Zfp747	protein_coding
9130019O22Rik	protein_coding
E430018J23Rik	protein_coding
Smt3h2-ps2	processed_pseudogene
Zfp764	protein_coding
Gm33080	processed_pseudogene
Zfp688	protein_coding
Gm45184	lincRNA
Zfp689	protein_coding
B130055M24Rik	processed_transcript
Gm45110	TEC
Prr14	protein_coding
Fbrs	protein_coding
Mir7060	miRNA
Gm47278	miRNA
1700008J07Rik	antisense
Srcap	protein_coding
Gm42715	protein_coding
Snora30	snoRNA
Gm28198	antisense
Tmem265	protein_coding
Phkg2	protein_coding
Ccdc189	protein_coding
Rnf40	protein_coding
Gm44759	antisense
1700120K04Rik	antisense
Zfp629	protein_coding
Gm44760	TEC
Bcl7c	protein_coding
Gm39090	lincRNA
Mir762	miRNA
Ctf1	protein_coding
Ctf2	protein_coding
Fbxl19	protein_coding
Orai3	protein_coding
Setd1a	protein_coding
Gm49388	protein_coding
9430064I24Rik	TEC
Hsd3b7	protein_coding
Stx1b	protein_coding
Gm45204	TEC
Stx4a	protein_coding
Zfp668	protein_coding
Zfp646	protein_coding
Prss53	protein_coding
Gm21974	protein_coding
Vkorc1	protein_coding
2200002A13Rik	TEC
Bckdk	protein_coding
Kat8	protein_coding
Prss8	protein_coding
Prss36	protein_coding
Fus	protein_coding
Pycard	protein_coding
Gm45205	TEC
Gm15533	antisense
Trim72	protein_coding
Gm19366	processed_pseudogene
Gm5738	processed_pseudogene
Gm9299	processed_pseudogene
Gm22809	snRNA
Itgam	protein_coding
Gm49368	protein_coding
Gm45700	processed_pseudogene
Itgax	protein_coding
Gm17831	processed_pseudogene
Itgad	protein_coding
Gm39091	antisense
4931431B13Rik	processed_transcript
Cox6a2	protein_coding
Gm44850	antisense
9130023H24Rik	protein_coding
Armc5	protein_coding
Tgfb1i1	protein_coding
Slc5a2	protein_coding
BC017158	protein_coding
Mir3103	miRNA
Gm6916	transcribed_processed_pseudogene
Gm44650	unprocessed_pseudogene
Rgs10	protein_coding
Gm15503	processed_transcript
Tial1	protein_coding
Gm32816	processed_transcript
Gm24365	miRNA
Gm40457	lincRNA
Bag3	protein_coding
2610306O10Rik	TEC
Gm45121	lincRNA
Gm7258	processed_pseudogene
Inpp5f	protein_coding
Gm43580	processed_pseudogene
Gm16044	processed_pseudogene
Mcmbp	protein_coding
Gm44673	TEC
Gm44674	antisense
Gm23783	snRNA
Gm44672	antisense
Sec23ip	protein_coding
n-R5s158	rRNA
Gm32884	lincRNA
Gm25778	miRNA
Gm4768	processed_pseudogene
Gm4259	processed_pseudogene
Plpp4	protein_coding
Gm33027	lincRNA
Wdr11	protein_coding
Gm39094	lincRNA
Gm33248	sense_intronic
Gm44778	lincRNA
Gm4265	lincRNA
Gm23847	snRNA
Fgfr2	protein_coding
Gm5903	processed_pseudogene
Ate1	protein_coding
Gm45719	TEC
Gm44647	lincRNA
Gm4275	transcribed_unitary_pseudogene
Gm27884	misc_RNA
Nsmce4a	protein_coding
Tacc2	protein_coding
4930513N20Rik	TEC
Gm6108	processed_pseudogene
Etos1	lincRNA
Btbd16	protein_coding
Gm5602	antisense
Plekha1	protein_coding
Mir7061	miRNA
Htra1	protein_coding
Dmbt1	protein_coding
4933402N03Rik	protein_coding
1700029B22Rik	antisense
Cdcp3	protein_coding
AC110885.1	unprocessed_pseudogene
Cuzd1	protein_coding
Fam24b	protein_coding
Fam24a	protein_coding
2310057M21Rik	protein_coding
Pstk	protein_coding
Gm44623	antisense
Ikzf5	protein_coding
Gm44624	TEC
Gm44625	TEC
Acadsb	protein_coding
Gm44982	sense_intronic
Gm18600	processed_pseudogene
Gm44984	processed_pseudogene
Gm45105	processed_pseudogene
Hmx3	protein_coding
Hmx2	protein_coding
Bub3	protein_coding
Gm16477	processed_pseudogene
Gm4585	processed_pseudogene
Gm44547	TEC
Gm44546	lincRNA
Gm44548	processed_pseudogene
Gpr26	protein_coding
Cpxm2	protein_coding
n-R5s159	rRNA
Gm15677	antisense
Chst15	protein_coding
Gm44891	TEC
Gm10584	antisense
Gm44892	lincRNA
Gm34908	lincRNA
Gm44893	lincRNA
Gm35147	lincRNA
Gm4587	processed_pseudogene
Oat	protein_coding
Nkx1-2	protein_coding
Gm16764	antisense
Lhpp	protein_coding
Gm15582	antisense
Fam53b	protein_coding
Eef1akmt2	protein_coding
Gm45501	TEC
Abraxas2	protein_coding
1500002F19Rik	processed_transcript
Gm45502	lincRNA
Zranb1	protein_coding
Gm15718	antisense
Ctbp2	protein_coding
B930086L07Rik	TEC
4930483O08Rik	lincRNA
Gm45672	lincRNA
Tex36	protein_coding
Gm35625	lincRNA
Gm45671	lincRNA
Gm28747	lincRNA
Edrf1	protein_coding
Mmp21	protein_coding
Uros	protein_coding
Bccip	protein_coding
Dhx32	protein_coding
Gm15483	processed_pseudogene
Gm45670	antisense
Fank1	protein_coding
Adam12	protein_coding
Gm23631	miRNA
Gm19514	TEC
A130023I24Rik	processed_transcript
D7Ertd443e	protein_coding
Gm9333	processed_pseudogene
Dock1	protein_coding
Insyn2a	protein_coding
Gm45532	TEC
Gm45597	TEC
Gm24581	snoRNA
1700120G07Rik	lincRNA
Nps	protein_coding
Gm45339	lincRNA
4930544L04Rik	TEC
Foxi2	protein_coding
Gm36356	lincRNA
Clrn3	protein_coding
Ptpre	protein_coding
Mir1962	miRNA
5830432E09Rik	antisense
Mki67	protein_coding
Gm45240	TEC
Gm36431	lincRNA
Gm45241	lincRNA
6330420H09Rik	lincRNA
Gm45440	TEC
Gm45439	processed_pseudogene
Gm9341	processed_pseudogene
Gm36737	lincRNA
C030029H02Rik	lincRNA
Gm45426	TEC
C230079O03Rik	lincRNA
Gm36849	lincRNA
Gm24444	misc_RNA
Gm5904	processed_pseudogene
Gm6249	lincRNA
Gm9347	processed_pseudogene
Mgmt	protein_coding
Gm45280	TEC
Gm45499	processed_pseudogene
Ebf3	protein_coding
Gm45278	antisense
Gm10578	antisense
Gm45514	processed_pseudogene
Gm17841	processed_pseudogene
9430038I01Rik	protein_coding
Glrx3	protein_coding
Gm45397	lincRNA
Gm45683	TEC
Gm45682	lincRNA
Gm5650	processed_pseudogene
Gm25798	snRNA
Tcerg1l	protein_coding
Gm45686	lincRNA
4930543N07Rik	lincRNA
Gm30808	lincRNA
Gm45506	processed_pseudogene
Mapk1ip1	protein_coding
Ppp2r2d	protein_coding
Bnip3	protein_coding
Gm45507	antisense
Gm18258	processed_pseudogene
Gm9358	processed_pseudogene
Gm45668	processed_pseudogene
Jakmip3	protein_coding
Gm45613	antisense
Dpysl4	protein_coding
Stk32c	protein_coding
Gm27975	snRNA
Gm45328	TEC
Lrrc27	protein_coding
Pwwp2b	protein_coding
Gm32486	lincRNA
Inpp5a	protein_coding
Nkx6-2	protein_coding
Cfap46	protein_coding
Gm4459	processed_pseudogene
Rpl21-ps13	processed_pseudogene
Gm7380	processed_pseudogene
Mir6401	miRNA
Adgra1	protein_coding
Gm4974	processed_pseudogene
Kndc1	protein_coding
Utf1	protein_coding
Gm16201	processed_transcript
Gm2044	lincRNA
Mir7686	miRNA
Mir202	miRNA
Spef1l	protein_coding
Adam8	protein_coding
Mir7062	miRNA
Tubgcp2	protein_coding
Zfp511	protein_coding
Msx3	protein_coding
Caly	protein_coding
Prap1	protein_coding
Fuom	protein_coding
Echs1	protein_coding
Paox	protein_coding
Mtg1	protein_coding
Sprn	protein_coding
Olfr522	protein_coding
Olfr523	protein_coding
Olfr524	protein_coding
Cd163l1	protein_coding
5830411N06Rik	protein_coding
Gm45456	processed_pseudogene
Olfr525	protein_coding
Olfr527	protein_coding
Olfr528-ps1	unprocessed_pseudogene
Olfr60	protein_coding
Olfr529-ps1	unprocessed_pseudogene
Olfr530	protein_coding
Gm6376	processed_pseudogene
Olfr531	protein_coding
Olfr532	protein_coding
Olfr533	protein_coding
Olfr534-ps1	unprocessed_pseudogene
Olfr535	protein_coding
Olfr536	protein_coding
Olfr537-ps1	polymorphic_pseudogene
Olfr538	protein_coding
Olfr46	protein_coding
Olfr61	protein_coding
Olfr53	protein_coding
Olfr539	protein_coding
Olfr540-ps1	unprocessed_pseudogene
Olfr45	protein_coding
Olfr541	protein_coding
Olfr542-ps1	transcribed_unprocessed_pseudogene
Cyp2e1	protein_coding
Syce1	protein_coding
Gm29799	processed_pseudogene
Zfp941	protein_coding
Gm45785	protein_coding
Urah	protein_coding
C330022C24Rik	antisense
Scgb1c1	protein_coding
Odf3	protein_coding
Bet1l	protein_coding
Ric8a	protein_coding
Sirt3	protein_coding
Psmd13	protein_coding
Gm15542	processed_pseudogene
Cox8b	protein_coding
BC024386	processed_transcript
Nlrp6	protein_coding
Pgghg	protein_coding
Ifitm5	protein_coding
Gm45717	protein_coding
Ifitm2	protein_coding
Ifitm1	protein_coding
Gm7514	processed_pseudogene
Ifitm3	protein_coding
Ifitm6	protein_coding
Gm17387	protein_coding
Gm45299	transcribed_processed_pseudogene
B4galnt4	protein_coding
Pkp3	protein_coding
Sigirr	protein_coding
Ano9	protein_coding
Gm24962	snRNA
Ptdss2	protein_coding
Rnh1	protein_coding
Gm5905	processed_pseudogene
Gm22019	snRNA
Hras	protein_coding
Lrrc56	protein_coding
Lmntd2	protein_coding
Rassf7	protein_coding
Mir210	miRNA
Phrf1	protein_coding
Irf7	protein_coding
Cdhr5	protein_coding
Sct	protein_coding
Drd4	protein_coding
Deaf1	protein_coding
Tmem80	protein_coding
Eps8l2	protein_coding
B230206H07Rik	processed_transcript
Gm25725	snoRNA
Taldo1	protein_coding
Gm4535	processed_pseudogene
Gatd1	protein_coding
Cend1	protein_coding
Slc25a22	protein_coding
Pidd1	protein_coding
Rplp2	protein_coding
Snora52	snoRNA
Pnpla2	protein_coding
Cracr2b	protein_coding
Gm10575	processed_transcript
Cd151	protein_coding
Polr2l	protein_coding
Tspan4	protein_coding
Chid1	protein_coding
Gm45416	TEC
Ap2a2	protein_coding
Gm16982	antisense
Mir7063	miRNA
Muc6	protein_coding
Muc2	protein_coding
